CustomerID,SubscriptionLength,LastLogin,SupportTickets,PaymentHistory,Age,Gender,Churn
ae358290-6d80-4b08-8963-d148104dff66,35,2022-11-05,0,on-time,63,Female,0
8ec9ea98-6581-4934-9bcf-b1c4f87e3560,50,2024-05-01,6,delayed,43,Female,0
56e9b78d-315e-4080-b425-f4e93891aef5,46,2023-09-01,7,delayed,47,Male,0
15eb3a3d-e201-4a45-9b3a-0c891a32e148,22,2024-01-24,7,late,28,Female,0
74aba9fc-8930-4179-92ab-793f51abf5e5,60,2024-04-09,5,late,27,Female,1
85a1282a-0761-485b-8168-705a533c9a31,41,2022-06-20,8,on-time,30,Female,0
35a7c6ed-1482-4a89-9e63-64c630ac79dd,47,2024-03-22,9,late,36,Female,0
d658b1b3-3012-4e1c-9882-e3bb864696c1,19,2022-10-20,8,late,20,Female,1
bc5074ac-baa1-42ac-ac33-f6444053b188,25,2023-01-06,3,late,26,Male,0
6279d944-dc28-47c6-8453-98134fee7144,40,2022-11-30,5,on-time,19,Female,1
b6651d6e-df39-4caa-980c-79fc7b69e690,30,2022-11-19,1,delayed,63,Male,1
8d4e2753-ef26-45b7-8e49-df560b648acd,35,2022-07-12,8,on-time,28,Male,0
b97fb3bb-7ecc-440c-b5ff-93f0025b7c5f,11,2023-04-22,3,on-time,51,Male,1
6980b561-cf1a-4cc1-aaca-38110c26e5d9,23,2023-06-04,9,delayed,36,Female,0
15eae9d2-1e3d-49d0-b0aa-f52575e417dd,52,2022-07-19,6,late,28,Female,1
c3f3f74d-d386-4b58-9946-65d33dbba3af,35,2022-09-13,2,late,65,Female,0
36a5be06-eb52-4e01-a25e-651269fcbef0,57,2023-04-24,6,late,42,Female,1
6d4ba69c-d169-43f2-93bf-a9fe9cdd9f6c,27,2023-07-25,6,on-time,61,Male,0
64fc0dba-d44f-45e7-a2f8-8051c13c6688,1,2022-06-16,9,delayed,58,Male,0
7d718591-3fee-4fc7-ae2d-ffdff57b8a92,39,2022-11-03,10,delayed,50,Male,1
476c4878-deff-4d7a-9728-525620ca35ab,45,2024-05-11,9,on-time,42,Male,0
6f51ea78-fea2-433a-91d1-1bcd5a23754b,1,2022-08-08,1,late,70,Female,1
9c2e5562-4916-4844-a64d-dd918e9b185e,7,2023-07-11,10,late,41,Female,1
4bf0ae53-b608-4c97-b380-dcfcc9fe6036,52,2024-01-10,3,on-time,53,Male,0
764ab510-9acb-4588-8397-d4127118bb71,2,2023-07-07,10,on-time,51,Female,0
3b56735e-45c5-46d4-82d0-1ba3a2652c9e,29,2022-05-29,10,late,34,Male,0
b63f83c6-c893-49e9-9d68-3a9e1e651ac1,59,2022-08-01,6,on-time,46,Male,1
3fafa217-6a27-441f-bb9e-5a022c2df3c2,60,2022-11-02,1,delayed,55,Female,1
ff4533fe-bc6f-46ac-a139-d15d48d8b9ef,15,2023-10-11,8,late,20,Female,0
83e9973b-8918-4ba3-bdee-923101a6009e,18,2023-04-14,8,late,53,Female,1
627b585f-1f2d-4275-8cbd-c014dbedb42e,17,2023-09-30,2,on-time,52,Female,0
bcbe9a42-f89d-4fda-9e45-424145c190a8,20,2023-07-29,9,on-time,47,Male,0
b76fc5b2-acc5-42df-bac4-9efa5be12d09,31,2023-11-14,6,delayed,44,Male,1
38b80611-483c-4a4e-a91d-a2cd8bf06f64,31,2023-12-12,3,on-time,36,Male,1
1095e497-3d79-4f0b-a6cd-3595d4f0d65d,52,2023-06-23,1,on-time,60,Male,0
3bcd6aec-53ca-4c05-acb5-959f4eb98768,38,2023-03-02,8,on-time,18,Male,1
9501e917-496d-427b-baf2-f402a0e624f1,36,2022-09-27,9,late,63,Male,1
8d99743c-03f7-4a05-8f4b-b31523254d81,36,2023-06-13,5,late,24,Male,0
a2834536-95de-4d6e-9df2-e07353f04099,15,2022-06-05,7,late,35,Male,0
6544c97d-e078-4f97-a13c-121ccfdef303,32,2022-09-14,5,delayed,39,Male,0
fdc12930-82ae-452f-ad40-76bcf9cb2ee8,20,2022-07-15,9,late,32,Female,1
c80cb483-34dd-4624-83d9-b3b022b56be1,56,2024-04-26,2,on-time,36,Male,1
c46ac0d6-91ca-4f9e-bf2a-2e65c6596f7f,43,2023-11-08,5,late,42,Male,0
bb891746-3c3d-4911-b6a5-2df9f8247e70,26,2022-08-27,5,delayed,48,Male,1
62759469-c28d-4ad5-bbd3-147dd0f0c75d,41,2023-02-15,5,late,35,Female,1
a1057256-21ee-402e-974d-9d499bc69882,50,2023-06-08,4,on-time,48,Female,0
9db3466d-1ba6-4c61-aaf9-4919e69b7971,29,2024-02-23,2,late,33,Male,1
5bce228b-989b-4030-86c4-7b0606a8e22f,32,2023-05-31,3,on-time,61,Female,1
f568c9c6-033c-4469-8f06-ea1874a26444,30,2022-11-03,8,late,54,Male,1
a92d6b05-29bc-4ee9-a71b-80ef8e36b82f,33,2024-03-29,4,late,32,Female,0
bcc4616d-f40d-4a37-8f2a-21987ea496f5,6,2023-05-25,7,late,43,Male,1
d9082a42-b448-4761-905e-9c9b8bc88bcf,4,2022-07-17,9,on-time,44,Male,1
66dfeb1e-9ab3-4c27-a32f-8c5b425832c0,13,2023-11-14,5,on-time,25,Male,1
c90ded29-5100-4186-925a-b04930e9be17,2,2022-12-29,3,on-time,18,Female,0
356af737-0f26-40d2-b19b-43da6253dfe3,9,2022-06-15,1,delayed,56,Male,0
f631681e-bf40-4e04-b9f9-4ec650ae2652,48,2022-11-26,7,on-time,18,Female,0
ab1e6794-70f2-497a-9ceb-201357d9af8d,35,2023-12-01,2,on-time,32,Female,1
42965873-39d5-4552-a867-a0f0a8e6a772,31,2023-02-08,0,late,31,Female,0
045892c1-4e0e-45d3-a98e-9a79abecfc0b,40,2023-02-17,4,on-time,55,Female,1
bb78eb2d-0ee5-444d-8a1d-8b4292d6ff73,53,2023-09-18,5,delayed,47,Male,0
7db931ce-05a0-4421-9a79-b46a26b61b06,17,2023-09-16,1,delayed,24,Female,0
0b82b61c-3dd0-4866-8649-def50fb2de1e,45,2022-05-26,2,delayed,67,Male,1
53a081a6-a764-4989-b20e-8bda39cc6d88,14,2022-07-07,9,delayed,38,Male,1
f8db1a4d-584d-4c02-8ff9-d318d22a3a62,33,2023-10-14,8,on-time,53,Male,1
ec071cf1-e476-48ec-a2c7-1d046c32faff,8,2022-11-01,8,late,48,Male,1
5ba830dc-245d-46ca-af6a-219672ef7dce,36,2023-01-14,5,on-time,44,Female,1
ba626aee-542d-49c0-a629-d3322d4ba5a4,6,2024-01-16,9,delayed,39,Male,1
027752fe-61f6-4c6e-a89c-0559bf4fa4a3,16,2023-03-30,5,late,67,Female,0
8805ae31-88a0-4dce-8384-860ce413961f,29,2024-01-31,0,delayed,43,Female,0
b476998d-afc8-428a-bb0a-6a90bc52b34e,28,2023-05-11,3,late,48,Female,0
ebe7ef91-9092-4b69-8abc-847ec2537638,15,2022-08-20,7,late,41,Female,0
2bdb5720-63ea-407f-b436-498e68afe2b8,54,2022-05-19,8,delayed,23,Male,1
de6d2d7e-9f31-4acb-a362-dbc180245320,60,2023-10-13,8,delayed,61,Male,0
b3191702-bb80-498d-970d-a545839137a6,10,2022-09-09,5,on-time,39,Male,1
d7133061-3cc4-4772-947e-39181463c5f8,25,2024-02-19,10,on-time,44,Female,0
f22a4fc6-3f2d-48a8-ad20-481ad216ad53,11,2022-06-03,6,on-time,68,Female,0
2b395c4e-e575-4e93-8e74-9e8af4e1680b,47,2023-12-14,5,on-time,51,Female,0
8fb87c76-af04-4a8d-969d-b137c9a57cd1,41,2022-09-24,9,late,60,Male,1
ed7a6edf-6d5b-4d50-9417-d4f9b7c144fb,3,2024-03-18,3,late,56,Female,0
a0e77486-9ed9-4124-9a89-5c62990e8f01,1,2023-05-07,0,on-time,26,Male,1
9a1ab357-9d6c-44af-a66b-0d37b5c99b49,56,2022-06-17,10,delayed,32,Male,1
bcee9d29-ce4f-4ca0-971a-a4f640a21015,60,2023-12-07,10,delayed,36,Female,1
eeb3462c-a032-449d-86fa-fb60606375b8,44,2024-04-06,3,on-time,41,Female,1
5bbdd1f4-16f1-4aad-bf10-7645094c0230,26,2022-12-30,7,delayed,38,Female,0
3c740119-7547-44dd-a69b-6c3babf0f4bd,10,2023-06-15,3,on-time,66,Male,1
c0c32da9-bc49-458e-a98b-7e5d5b1654ad,30,2023-03-27,8,on-time,41,Male,0
7e083c1b-cda6-4326-8514-37d6566ff3ec,26,2023-03-17,3,on-time,44,Female,0
e689e5e8-87c4-4eb8-8f8e-3e0103c8e104,41,2022-12-26,0,delayed,26,Female,1
08f1100b-fa32-42c4-b80a-fabf8cea309b,25,2024-01-07,8,delayed,22,Male,1
432fb308-8d56-406d-920c-3de988239867,49,2024-05-11,0,on-time,44,Female,1
6522ff46-74b7-461c-89ce-15a8afd4fc7b,6,2023-11-28,0,on-time,57,Male,1
7efa2faf-58ba-4bf3-a75e-0c521eb95739,10,2022-06-25,7,late,25,Female,1
fee4e6bc-bd6d-4b92-85e6-95b1054b8816,57,2022-06-12,3,late,42,Female,0
94fe31a0-ae2e-45a4-ae44-04d74100e665,53,2023-11-13,9,late,23,Male,0
feb46b24-4a2e-4d41-addb-0263c6a2894d,21,2023-10-31,10,delayed,54,Female,0
877e5ea1-c339-43f2-b504-5f77c317c3d4,34,2023-06-21,7,late,38,Female,0
d59b148f-fa7b-4f5f-a2d5-9938571c9d78,8,2022-11-27,6,delayed,60,Male,0
fb52451d-90e7-41a1-9db1-dfdc357f0a64,57,2023-01-27,0,on-time,63,Female,0
ecadbb86-f16f-4487-b7f2-1e5cce0755e3,3,2022-11-21,10,late,34,Female,0
88644581-b857-4478-ac82-5818960da788,23,2023-10-28,4,late,57,Male,0
ea96abe6-299c-416b-9a75-83c0e02a35e9,22,2024-03-21,8,delayed,18,Male,1
d8a1a546-54a6-487c-a72e-aa36e642965c,53,2023-12-18,0,delayed,34,Female,0
d0fce922-95be-463b-8253-dc8cd1f0c570,23,2022-06-25,1,delayed,53,Female,0
583678ee-f3ca-4f64-a7fa-8b8a909b471c,17,2023-02-23,9,on-time,51,Male,0
52b04994-4b1d-49fd-a02e-bb764a8b77da,32,2023-06-05,0,delayed,68,Male,1
6e566274-99c7-4bea-a756-264dc8649f78,7,2022-09-26,8,delayed,31,Male,0
918ff358-2408-43c2-89d0-a7f400425fc6,26,2022-06-19,3,delayed,62,Female,1
edec31ef-5762-4626-a037-9089711fa10a,11,2022-05-24,4,delayed,40,Male,0
e8ef99e9-7afc-40cd-b8bc-6621f2d7fe55,30,2023-10-14,5,on-time,35,Male,0
41f2005b-c753-4df5-a9af-a87ad181d9bf,43,2023-12-18,5,late,63,Female,0
8c833848-11fb-456e-b00a-21879cb9f9aa,6,2024-05-13,9,on-time,36,Male,0
d48457df-f325-4f2d-8759-5b016c835975,46,2022-09-29,4,on-time,50,Female,1
a8ab29f1-1033-4310-ab7b-de99878f40ed,6,2023-09-25,6,delayed,52,Female,0
f110397a-1c2c-4a34-9466-5d45284b7bcd,6,2023-06-12,9,late,38,Male,1
9ae445e0-8b1d-42f8-8bf1-f93ca1d33772,16,2023-03-11,10,late,61,Female,0
4fb7c3bb-4408-404c-af44-6806c1378e75,2,2022-12-24,0,delayed,35,Male,1
fda834ea-c74d-425c-adbf-859c037d9752,21,2024-02-12,8,delayed,36,Male,0
4218ca25-f23d-4306-87ca-f779b7c97da8,55,2023-07-08,8,on-time,34,Male,1
fd768f63-5163-4e1d-8df7-a26786fadb0e,27,2023-02-06,4,delayed,32,Female,1
6e83a7b2-c857-48c3-b4a0-697630a31251,59,2024-01-21,8,late,46,Male,1
c0037457-0184-4803-9840-fccb2446ecee,24,2023-06-18,2,delayed,21,Male,1
b38e5adb-a93f-4902-88de-c9ab27c3e784,25,2024-05-03,0,on-time,23,Female,0
5c66a9bb-6257-4c5a-9033-74bfc81236e6,53,2023-05-12,2,on-time,46,Male,1
e994f3e6-8fc4-4dd3-894f-7d5af313c0b0,34,2023-04-01,6,on-time,51,Male,1
cddb2316-cc68-4d3f-9d37-da5ca2fc7fe3,19,2023-12-28,4,late,45,Female,0
5cba9be3-0404-44c0-a65a-3ae43a72017d,11,2023-07-01,8,late,30,Male,0
ae2562ca-2894-4b4c-b0fc-ccc6fb46ed39,15,2022-10-15,4,on-time,29,Female,0
b3390a6e-a0b8-4e45-9abe-c113a1832fdb,12,2023-06-07,3,delayed,44,Male,0
3fcb34fa-bc39-41b3-bb1d-867704e6748a,49,2023-08-03,8,on-time,55,Male,0
2f6570d7-4643-4705-bdf8-eeefe44a01f6,34,2023-12-26,4,delayed,65,Male,1
92b95731-13f2-4c86-ab83-f00fed2ee36f,51,2023-04-30,3,on-time,44,Male,1
731c877a-b6bc-42a2-be79-29653c9a9236,33,2024-03-17,6,on-time,42,Female,0
cf709452-ce8c-437e-a51c-0cdb824734df,9,2023-11-15,1,delayed,18,Male,0
2a1bc112-3033-4476-b53f-c3dd19b53b7f,48,2023-04-24,3,delayed,43,Female,1
6d3f4b37-ed90-41c1-90b2-e6e5ec6e61bd,27,2023-09-22,5,delayed,43,Female,0
40b000a4-4598-444b-b0bd-7405650dd400,58,2023-04-21,2,delayed,33,Male,0
5b2d81cc-c602-4d20-81fa-924ee1bccfb2,49,2023-09-02,0,delayed,69,Male,1
07b6e28f-4e98-4e25-9733-7a7c53e83663,16,2023-06-03,7,delayed,67,Male,1
33e9e55e-4024-42a3-8334-f55802cee581,1,2023-12-30,9,on-time,40,Female,1
c683ad33-6f84-4392-a2f9-dbb265dcac6c,54,2023-09-22,4,delayed,59,Female,0
b27516ea-63a6-4ae9-ac4e-bce0a02a1b21,2,2024-03-30,7,delayed,30,Female,1
771ec087-952b-4ee1-89d5-b64fd2928f4b,31,2023-02-16,4,late,26,Female,1
907d8532-2076-4932-919c-21edd47133e7,52,2023-11-19,5,late,58,Female,1
06389bd3-d26e-4eba-93ff-66444741ee56,38,2023-03-22,6,delayed,50,Female,0
22a5a421-858d-47da-abc1-6f6979460978,13,2022-06-18,6,on-time,34,Male,0
58f16c91-dd6d-47e4-90e0-172f14dc01bc,52,2023-02-21,9,delayed,66,Female,1
b7a02afd-30d6-463f-91c2-72d801267789,17,2022-08-11,6,late,47,Male,0
0b09ec41-789a-4829-8a66-3359abe0a177,17,2023-01-16,7,delayed,22,Male,0
f45aa79b-d855-4b35-9763-b159ed9a189a,39,2022-06-05,1,late,68,Male,0
2011bc8a-e7bf-4a96-a484-9eb55096ccf2,58,2023-12-31,2,delayed,29,Female,1
abbf66c7-680a-4e2a-866b-d06fa2b4d215,1,2022-09-04,10,delayed,19,Male,0
ddda17a3-6779-4e0d-a5c1-df67987d616d,54,2023-01-09,4,on-time,43,Female,1
201910c6-29b4-4664-8f52-361d82f1240d,55,2024-04-09,5,on-time,55,Female,0
b48f653e-7b1b-4b6b-a91e-70af224af354,45,2023-09-27,0,on-time,18,Female,1
0bf56ed8-b93c-4989-8399-fd7fb75db71e,48,2023-12-04,3,late,30,Female,0
d2d07223-0b20-4e0f-8505-0a17d2e1ed4d,51,2023-07-22,2,late,60,Male,1
a197b954-b283-4498-be80-793eb0f1bb1d,38,2023-03-13,10,on-time,18,Male,1
ccd66756-583e-46a4-ae22-fd39f31e2448,58,2023-08-15,9,on-time,59,Male,0
8f4ed442-14aa-4efe-9532-51c9d020baee,27,2022-09-29,4,late,58,Male,0
ccd9f2af-339c-4a75-83fd-46ffd03459a4,22,2022-12-05,2,late,60,Female,1
40fe6898-b56b-4357-b34d-c8b053f3c158,31,2024-01-14,9,late,35,Male,1
74dbcc40-ef7d-4e1a-8476-af98425de95f,52,2024-04-22,2,on-time,50,Female,1
72e6316e-e671-4ad2-81b5-468a27bb1580,39,2023-07-20,7,late,60,Male,1
95e38180-a1ee-491a-89e1-c3b0271f2772,50,2022-10-01,2,delayed,60,Male,0
e55e44b8-08a6-45b4-8321-0210a43c991d,54,2023-12-26,2,delayed,48,Female,0
1257363c-f25d-4b50-915b-598550eaa1d2,44,2022-10-13,6,late,35,Male,1
9c63765b-74e0-4bbb-8a80-33a7a5fd89c8,33,2022-11-18,8,on-time,18,Male,0
28cdc38a-85b3-43d3-b56b-6c0dcff0c8ac,50,2023-11-19,2,on-time,44,Female,1
2287401b-a7bb-4a76-a9a4-a856556b20fa,57,2023-05-22,0,late,58,Male,0
8b1f1137-0ea2-45e0-8e50-c79ac5826444,45,2022-07-20,6,delayed,55,Male,0
00a1402e-57e7-4f7b-8486-10cfd21276c2,14,2024-02-07,6,on-time,21,Female,0
6d7fe9b2-1a9e-4547-947a-08acc65d8e4e,36,2023-08-31,4,late,43,Male,1
55f7792a-739a-49e2-91fd-7d4a5a31a6a6,57,2024-02-23,8,on-time,53,Male,0
fcbc3229-5caf-4108-832c-9b7960c8e5a0,38,2024-02-29,2,on-time,54,Female,1
22d80170-1e6c-4d83-a2f6-2516dc88b09c,18,2023-01-18,4,on-time,43,Male,0
bbd743b3-2ebe-437d-85d1-56b6eceec38d,34,2022-08-22,1,on-time,58,Female,0
9b83acd5-e2cc-4dd8-967f-ec5e04ea581d,50,2022-10-14,2,delayed,26,Male,1
0fe1cedf-a538-4901-a9f1-2ccd0b4cba0a,1,2023-11-10,5,on-time,39,Male,0
e963544a-63b7-4101-8bf8-e26a4fae667b,24,2022-06-26,3,late,46,Female,1
b61b03e9-cb60-4efc-847e-330e99b702a2,31,2022-09-24,8,delayed,23,Male,1
ed469bf4-d5cf-4dc4-ab1c-3ba45b9e42d0,29,2022-07-16,6,late,52,Female,1
5adffd04-70d2-4718-8dd3-5d11688181a8,34,2023-08-29,1,on-time,27,Female,1
417df4f8-c1a7-4e00-9ec1-2fa2e6df12ce,10,2023-10-21,1,on-time,27,Male,1
cdc39412-d95e-47e1-900f-72f74f4b4ed5,42,2023-05-04,9,on-time,60,Male,1
74279656-07db-44e0-ae40-25346987b052,37,2024-01-30,4,late,60,Female,1
633d9c54-f304-49cc-b0c4-2d61439f4b86,38,2022-07-05,5,delayed,60,Female,1
06b42b6f-1f94-43c8-98a7-75945b8c4949,15,2023-02-13,8,on-time,64,Female,1
9db31510-675d-4855-ad55-90c905765983,22,2023-11-04,8,on-time,33,Male,1
52a33c33-037e-4725-a5a1-bdaea747795e,8,2023-05-06,5,late,67,Male,0
df254e5d-befa-4c47-8dd6-650fca6ef7ce,34,2023-11-07,8,on-time,20,Female,0
dba45b5e-1498-465b-b9fe-0a1b7efbe877,24,2022-06-26,2,late,35,Female,1
ca6d3e06-66e5-4767-9cb3-2e4a891dfa7b,49,2024-01-15,6,on-time,69,Male,1
071dade6-4322-45ee-aceb-9505dbc33e56,48,2023-10-02,5,delayed,69,Male,0
d39a4bb0-d62b-48d4-9880-fa4b840fbb0b,49,2022-07-18,7,delayed,60,Male,1
19365f61-f484-478d-9bc9-e8895567a84c,45,2023-05-18,4,delayed,55,Female,0
e8b7e2da-277e-4c18-8877-1fe6f7d870b6,59,2023-06-22,0,delayed,47,Male,1
f5b7751f-497e-48aa-8e03-a34da022dfee,21,2022-06-14,9,late,45,Male,1
28280370-5672-4bc7-a06e-8502002f9cc4,26,2023-07-16,3,late,42,Female,0
2cb38568-291a-48af-a59a-2b28b22b8974,14,2024-01-12,4,on-time,52,Female,1
ae09ccfb-a3de-481f-a8b2-99bcebbe1a41,16,2022-11-21,9,late,57,Male,1
9fed6060-ef23-44af-a0ff-58a5f172840f,16,2023-01-26,2,late,53,Male,0
f5657d00-7ba0-4f58-861a-e8d1f212cc6f,58,2024-04-05,7,late,31,Male,1
0b4ea16d-65ea-49d1-adae-7e45a036e74b,39,2022-11-08,3,delayed,69,Male,1
541d1a81-4815-442c-a2bb-62833d83ad7c,58,2022-09-26,3,late,42,Female,0
39ddc477-5a22-4eb2-bcf9-d1fef75a7e6f,23,2022-09-21,6,late,64,Male,0
5d005716-7680-491b-abb6-204ee0db22d3,13,2024-03-27,3,delayed,28,Female,0
909e7f78-62f2-4291-a353-d45590bccb66,17,2024-01-05,8,late,62,Female,1
956a2f20-ee28-4bb7-a982-100c03729e33,53,2022-05-21,5,delayed,65,Female,0
cd34bcd7-b7ed-45b4-a3d0-fccdafdb4e0b,56,2022-09-27,1,on-time,39,Male,1
06714938-04fe-473d-a61c-ec19fff83cec,40,2024-02-16,8,late,37,Female,1
09c64c1d-00f2-4603-8295-1fe052c553b5,24,2022-06-22,3,delayed,23,Male,0
92b035e0-1ca5-42f5-acf1-50e6c6f149c7,33,2023-09-03,0,delayed,55,Female,0
ac707464-2734-49bb-8740-525525cf51c4,58,2024-01-18,9,on-time,19,Male,0
6b325d48-06c4-4109-89a6-e611613f718d,53,2023-04-20,4,on-time,70,Female,0
553a773a-afb9-43a8-a9e7-e1ba916b51ee,50,2023-11-20,9,delayed,51,Male,1
5d30db82-2348-41b7-ac2b-5e213f7a38e0,19,2023-06-17,2,on-time,55,Male,0
12b34a24-667f-4eeb-8889-832c37773772,9,2022-08-25,3,late,49,Female,0
59c07423-a89f-4916-90ec-83746862dc24,48,2022-07-30,9,late,31,Male,0
3ee29e68-6fa0-4319-a54c-e0de6e797a92,58,2023-05-17,10,late,29,Male,0
65141471-ea95-4570-b99b-cb7961bafa39,23,2022-11-19,8,delayed,48,Male,1
eba08424-65a5-4c1f-bb2e-cfc5a53011a2,6,2023-08-11,9,delayed,35,Male,0
ff7acd86-409b-4c5b-95e8-b89c11ab249d,58,2022-12-17,2,on-time,65,Male,1
8ad6cc51-5f2e-4048-86ce-563de291f5e1,9,2022-06-02,2,late,52,Male,1
797c27bf-c793-4520-9c92-1e7f9aa1ecd6,15,2024-03-27,10,on-time,47,Female,1
9c684df1-0a51-4e87-86ba-68553cad275a,15,2023-01-21,10,delayed,64,Female,0
f6d080c4-6409-4f32-8c4e-66dade0989b9,7,2023-09-15,5,late,35,Female,1
da418b24-e0ac-49ff-88d3-281a1b4e1428,14,2022-06-23,4,delayed,43,Male,0
06dc1579-6476-40a1-b6a6-59ef24eac3f4,25,2024-01-03,1,delayed,59,Male,0
f9fb4010-dec7-42b7-bb22-fa316bc9e970,46,2023-03-18,7,on-time,45,Female,0
b693f4ef-1ad5-46c3-acb0-3f486ed63ea4,49,2023-05-09,2,delayed,22,Female,1
2b6b7b42-2950-4326-b644-d1839aabd22d,21,2023-02-05,6,delayed,21,Female,1
9717aa6e-28b4-45b9-a93d-993c796f9881,48,2024-04-29,6,delayed,26,Male,0
c30759a4-48a1-43ab-9d55-daaffefc5b4a,20,2023-06-12,9,late,51,Female,0
586d7f41-5e47-42a0-aef6-71391ccdd340,30,2022-09-04,3,late,23,Male,1
7901726f-c421-425a-9b8d-11baa0ec3e5a,8,2023-09-18,8,delayed,47,Male,0
3218efbf-0dcc-4bed-80e0-d55b84caa7c8,13,2024-03-28,3,on-time,24,Female,1
b934718f-2d49-4ca2-81f4-317df5141524,5,2023-08-13,8,on-time,51,Male,0
a2698c2d-614f-4ddc-8bc9-72ce531da6ac,32,2022-06-18,1,on-time,24,Male,0
08ef444a-6e63-4fa4-8d2a-d9744a863655,36,2023-10-28,9,delayed,58,Female,1
ba5612f7-600a-445e-84e1-b08c69199a8a,56,2022-10-25,10,late,61,Female,0
1c3c8d35-21d4-4b7e-a258-7c8958ccf9b4,23,2023-09-05,5,on-time,62,Male,0
6e3a52d7-07fe-4a4e-aa6f-1e475b61f92b,29,2023-08-07,3,delayed,61,Male,0
a45335cc-137f-4d2b-b6a9-33cf65fd5f69,10,2023-11-20,3,late,48,Male,1
c71d92d6-13ec-4718-ae4a-741ab5004950,54,2023-04-12,10,late,43,Female,1
2367ad9e-8dcd-4d64-b9e8-e4ee8b7f6d7a,57,2022-09-25,10,on-time,57,Male,1
3a6e8f12-2a1a-4e85-b51c-5aac2728ec95,24,2022-06-09,9,delayed,59,Male,0
7e3801af-d1a8-47b0-a2b3-ce34867a4ac9,56,2023-02-18,2,late,33,Male,1
bc6284a8-9f93-4802-a1c2-5cd1e65d1c73,19,2022-12-26,2,delayed,58,Female,0
af273f40-55cd-472e-8b10-cf68b7691470,8,2022-08-17,8,late,38,Male,1
dac7c336-ea04-4534-b679-6fd3cd74afec,58,2024-02-26,3,on-time,36,Female,1
430342c7-dcfb-4e0a-85fe-e48768ab9281,26,2024-04-14,0,on-time,46,Male,1
80665563-a0c3-4ce9-97ac-59f22887a3a9,41,2023-01-29,10,on-time,51,Male,1
e983cc1d-2503-4a3e-b1f5-d7d0887b4cca,23,2023-03-05,2,delayed,27,Female,1
8e33dcab-be68-4e2b-bd63-7b3afc0b1519,48,2023-01-09,3,on-time,28,Male,1
fe1c51e5-ea31-467a-a168-02053c0a94de,59,2023-03-07,8,late,29,Male,1
78a55d6b-f2de-400f-a3e8-695158b5f052,49,2023-06-18,7,delayed,23,Female,0
fef06b04-68fc-442a-b6f2-59264e60678b,7,2023-03-28,7,on-time,51,Male,0
f924e06a-aef5-4aef-9903-b45fd01cf935,56,2022-09-13,10,delayed,23,Female,1
9870c707-955f-4c33-8142-424925cc2478,48,2023-09-21,9,late,62,Female,0
e1a9344e-ef7f-4bc8-bb24-cba4b4577bf7,16,2023-06-22,10,on-time,61,Male,1
a5b91ee8-c77f-4b62-b264-89f71b58286c,42,2023-11-10,10,on-time,18,Male,0
9a66d48d-a4f0-49c2-9885-6c7f3475a526,46,2023-06-19,9,delayed,67,Male,0
bb5f15c1-b044-4ebb-8445-17ef1c769e1f,55,2023-09-06,9,delayed,29,Male,0
cb18d6a4-15db-4487-a038-03f32b2bcfda,18,2022-06-13,1,late,57,Female,1
5cb6f1f0-e475-4694-9d8a-c1a902af3382,38,2024-02-10,6,on-time,63,Male,0
1baf01f1-517f-407e-bb0f-78c1b8f35c26,53,2023-10-24,7,on-time,40,Female,1
b259a6a0-9591-4900-9e7c-faad73df770a,41,2022-11-30,6,late,19,Female,0
c6962905-cfe4-4b66-bc8d-5368aaa28439,14,2022-11-10,1,delayed,64,Male,0
8d37aebb-8fc7-47e3-a8b7-4f3dec3826bc,56,2024-02-18,8,on-time,46,Female,0
db3aefa6-c7d0-4862-93f3-6e53e5098f9a,49,2023-06-15,4,late,55,Male,1
06999e1e-2b02-437e-a2cd-159aebba80d2,46,2024-02-18,9,delayed,52,Female,0
e0efc989-2ab4-45e9-997d-2b38a4a98266,20,2023-06-22,1,late,59,Female,0
3544f189-a920-4633-9bb6-8cd268adc28f,52,2023-04-22,10,late,67,Female,0
439ddd74-67af-46d9-af04-ef81b5481bf2,24,2022-06-02,2,late,19,Female,1
636241c3-eb6e-49e0-a25f-545796625aa1,4,2022-09-27,10,late,50,Female,1
0dbc321b-90a0-4ee1-b0e2-ee61e29b24d7,40,2024-04-27,9,delayed,51,Male,0
1638325c-cd66-45d8-adf2-a72060032713,54,2023-09-29,0,late,24,Female,1
3bac2660-55a3-4129-a7ba-6b1a96954911,13,2023-06-14,7,late,34,Female,0
7add8fed-0a02-4a60-b49d-4601df983779,39,2023-09-10,7,late,29,Male,0
81eb88e5-d549-4aad-84c8-fd001a0ff218,22,2023-06-01,4,delayed,63,Male,0
79017990-64e3-42cf-a51d-e78b8d00b7b2,28,2022-12-09,4,late,57,Male,1
5d443821-8a7f-43ae-bad2-3fbf2e573864,27,2022-09-17,2,delayed,25,Male,1
d4e4004b-9bde-499d-9a28-6b7a4d6d99a6,49,2024-04-28,7,late,29,Female,1
f660ffd5-119f-41c4-b4f8-c57b24c582ca,55,2022-07-09,6,late,41,Male,0
f3fa8613-90ed-41f4-a4ab-a3f67a658abe,36,2023-03-31,7,on-time,24,Male,1
7b777bf2-43f9-4cbd-979d-221d8e5f37fa,42,2022-11-11,7,on-time,43,Male,1
241d3e27-4bf4-4e10-9c62-2f82d0813d92,4,2023-02-20,10,late,56,Male,1
a88f58c1-237d-4b90-981a-218ecfd64560,18,2024-03-18,8,on-time,53,Female,0
