0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1.0,48.0,6.0,2.0,26.0,0.0,18.0,2304.0,288.0,96.0,1248.0,0.0,864.0,36.0,12.0,156.0,0.0,108.0,4.0,52.0,0.0,36.0,676.0,0.0,468.0,0.0,0.0,324.0
1.0,31.0,9.0,1.0,35.0,0.0,124.0,961.0,279.0,31.0,1085.0,0.0,3844.0,81.0,9.0,315.0,0.0,1116.0,1.0,35.0,0.0,124.0,1225.0,0.0,4340.0,0.0,0.0,15376.0
1.0,21.0,9.0,0.0,49.0,1.0,559.0,441.0,189.0,0.0,1029.0,21.0,11739.0,81.0,0.0,441.0,9.0,5031.0,0.0,0.0,0.0,0.0,2401.0,49.0,27391.0,1.0,559.0,312481.0
1.0,49.0,4.0,1.0,45.0,0.0,392.0,2401.0,196.0,49.0,2205.0,0.0,19208.0,16.0,4.0,180.0,0.0,1568.0,1.0,45.0,0.0,392.0,2025.0,0.0,17640.0,0.0,0.0,153664.0
1.0,21.0,9.0,1.0,45.0,0.0,703.0,441.0,189.0,21.0,945.0,0.0,14763.0,81.0,9.0,405.0,0.0,6327.0,1.0,45.0,0.0,703.0,2025.0,0.0,31635.0,0.0,0.0,494209.0
1.0,27.0,2.0,2.0,25.0,0.0,608.0,729.0,54.0,54.0,675.0,0.0,16416.0,4.0,4.0,50.0,0.0,1216.0,4.0,50.0,0.0,1216.0,625.0,0.0,15200.0,0.0,0.0,369664.0
1.0,17.0,6.0,1.0,47.0,0.0,645.0,289.0,102.0,17.0,799.0,0.0,10965.0,36.0,6.0,282.0,0.0,3870.0,1.0,47.0,0.0,645.0,2209.0,0.0,30315.0,0.0,0.0,416025.0
1.0,56.0,10.0,2.0,32.0,0.0,700.0,3136.0,560.0,112.0,1792.0,0.0,39200.0,100.0,20.0,320.0,0.0,7000.0,4.0,64.0,0.0,1400.0,1024.0,0.0,22400.0,0.0,0.0,490000.0
1.0,44.0,8.0,2.0,22.0,1.0,52.0,1936.0,352.0,88.0,968.0,44.0,2288.0,64.0,16.0,176.0,8.0,416.0,4.0,44.0,2.0,104.0,484.0,22.0,1144.0,1.0,52.0,2704.0
1.0,26.0,5.0,1.0,44.0,0.0,268.0,676.0,130.0,26.0,1144.0,0.0,6968.0,25.0,5.0,220.0,0.0,1340.0,1.0,44.0,0.0,268.0,1936.0,0.0,11792.0,0.0,0.0,71824.0
1.0,1.0,10.0,1.0,32.0,0.0,7.0,1.0,10.0,1.0,32.0,0.0,7.0,100.0,10.0,320.0,0.0,70.0,1.0,32.0,0.0,7.0,1024.0,0.0,224.0,0.0,0.0,49.0
1.0,2.0,7.0,2.0,61.0,1.0,165.0,4.0,14.0,4.0,122.0,2.0,330.0,49.0,14.0,427.0,7.0,1155.0,4.0,122.0,2.0,330.0,3721.0,61.0,10065.0,1.0,165.0,27225.0
1.0,35.0,0.0,2.0,57.0,1.0,460.0,1225.0,0.0,70.0,1995.0,35.0,16100.0,0.0,0.0,0.0,0.0,0.0,4.0,114.0,2.0,920.0,3249.0,57.0,26220.0,1.0,460.0,211600.0
1.0,10.0,5.0,0.0,39.0,0.0,616.0,100.0,50.0,0.0,390.0,0.0,6160.0,25.0,0.0,195.0,0.0,3080.0,0.0,0.0,0.0,0.0,1521.0,0.0,24024.0,0.0,0.0,379456.0
1.0,16.0,5.0,1.0,67.0,1.0,414.0,256.0,80.0,16.0,1072.0,16.0,6624.0,25.0,5.0,335.0,5.0,2070.0,1.0,67.0,1.0,414.0,4489.0,67.0,27738.0,1.0,414.0,171396.0
1.0,45.0,6.0,2.0,55.0,0.0,667.0,2025.0,270.0,90.0,2475.0,0.0,30015.0,36.0,12.0,330.0,0.0,4002.0,4.0,110.0,0.0,1334.0,3025.0,0.0,36685.0,0.0,0.0,444889.0
1.0,3.0,0.0,0.0,54.0,0.0,57.0,9.0,0.0,0.0,162.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,0.0,3078.0,0.0,0.0,3249.0
1.0,6.0,9.0,1.0,38.0,0.0,683.0,36.0,54.0,6.0,228.0,0.0,4098.0,81.0,9.0,342.0,0.0,6147.0,1.0,38.0,0.0,683.0,1444.0,0.0,25954.0,0.0,0.0,466489.0
1.0,5.0,8.0,1.0,61.0,1.0,118.0,25.0,40.0,5.0,305.0,5.0,590.0,64.0,8.0,488.0,8.0,944.0,1.0,61.0,1.0,118.0,3721.0,61.0,7198.0,1.0,118.0,13924.0
1.0,60.0,10.0,2.0,36.0,1.0,162.0,3600.0,600.0,120.0,2160.0,60.0,9720.0,100.0,20.0,360.0,10.0,1620.0,4.0,72.0,2.0,324.0,1296.0,36.0,5832.0,1.0,162.0,26244.0
1.0,37.0,6.0,0.0,63.0,0.0,568.0,1369.0,222.0,0.0,2331.0,0.0,21016.0,36.0,0.0,378.0,0.0,3408.0,0.0,0.0,0.0,0.0,3969.0,0.0,35784.0,0.0,0.0,322624.0
1.0,60.0,7.0,2.0,37.0,0.0,731.0,3600.0,420.0,120.0,2220.0,0.0,43860.0,49.0,14.0,259.0,0.0,5117.0,4.0,74.0,0.0,1462.0,1369.0,0.0,27047.0,0.0,0.0,534361.0
1.0,1.0,2.0,2.0,20.0,1.0,647.0,1.0,2.0,2.0,20.0,1.0,647.0,4.0,4.0,40.0,2.0,1294.0,4.0,40.0,2.0,1294.0,400.0,20.0,12940.0,1.0,647.0,418609.0
1.0,42.0,7.0,0.0,43.0,0.0,553.0,1764.0,294.0,0.0,1806.0,0.0,23226.0,49.0,0.0,301.0,0.0,3871.0,0.0,0.0,0.0,0.0,1849.0,0.0,23779.0,0.0,0.0,305809.0
1.0,30.0,9.0,1.0,35.0,1.0,351.0,900.0,270.0,30.0,1050.0,30.0,10530.0,81.0,9.0,315.0,9.0,3159.0,1.0,35.0,1.0,351.0,1225.0,35.0,12285.0,1.0,351.0,123201.0
1.0,30.0,1.0,1.0,56.0,1.0,387.0,900.0,30.0,30.0,1680.0,30.0,11610.0,1.0,1.0,56.0,1.0,387.0,1.0,56.0,1.0,387.0,3136.0,56.0,21672.0,1.0,387.0,149769.0
1.0,48.0,9.0,1.0,62.0,1.0,239.0,2304.0,432.0,48.0,2976.0,48.0,11472.0,81.0,9.0,558.0,9.0,2151.0,1.0,62.0,1.0,239.0,3844.0,62.0,14818.0,1.0,239.0,57121.0
1.0,11.0,7.0,1.0,62.0,0.0,456.0,121.0,77.0,11.0,682.0,0.0,5016.0,49.0,7.0,434.0,0.0,3192.0,1.0,62.0,0.0,456.0,3844.0,0.0,28272.0,0.0,0.0,207936.0
1.0,41.0,4.0,1.0,30.0,0.0,385.0,1681.0,164.0,41.0,1230.0,0.0,15785.0,16.0,4.0,120.0,0.0,1540.0,1.0,30.0,0.0,385.0,900.0,0.0,11550.0,0.0,0.0,148225.0
1.0,33.0,9.0,1.0,52.0,1.0,501.0,1089.0,297.0,33.0,1716.0,33.0,16533.0,81.0,9.0,468.0,9.0,4509.0,1.0,52.0,1.0,501.0,2704.0,52.0,26052.0,1.0,501.0,251001.0
1.0,24.0,8.0,1.0,43.0,0.0,570.0,576.0,192.0,24.0,1032.0,0.0,13680.0,64.0,8.0,344.0,0.0,4560.0,1.0,43.0,0.0,570.0,1849.0,0.0,24510.0,0.0,0.0,324900.0
1.0,43.0,7.0,1.0,43.0,0.0,153.0,1849.0,301.0,43.0,1849.0,0.0,6579.0,49.0,7.0,301.0,0.0,1071.0,1.0,43.0,0.0,153.0,1849.0,0.0,6579.0,0.0,0.0,23409.0
1.0,17.0,6.0,0.0,47.0,1.0,435.0,289.0,102.0,0.0,799.0,17.0,7395.0,36.0,0.0,282.0,6.0,2610.0,0.0,0.0,0.0,0.0,2209.0,47.0,20445.0,1.0,435.0,189225.0
1.0,51.0,5.0,1.0,60.0,1.0,44.0,2601.0,255.0,51.0,3060.0,51.0,2244.0,25.0,5.0,300.0,5.0,220.0,1.0,60.0,1.0,44.0,3600.0,60.0,2640.0,1.0,44.0,1936.0
1.0,26.0,3.0,2.0,62.0,1.0,698.0,676.0,78.0,52.0,1612.0,26.0,18148.0,9.0,6.0,186.0,3.0,2094.0,4.0,124.0,2.0,1396.0,3844.0,62.0,43276.0,1.0,698.0,487204.0
1.0,51.0,5.0,1.0,52.0,1.0,87.0,2601.0,255.0,51.0,2652.0,51.0,4437.0,25.0,5.0,260.0,5.0,435.0,1.0,52.0,1.0,87.0,2704.0,52.0,4524.0,1.0,87.0,7569.0
1.0,53.0,8.0,2.0,65.0,1.0,156.0,2809.0,424.0,106.0,3445.0,53.0,8268.0,64.0,16.0,520.0,8.0,1248.0,4.0,130.0,2.0,312.0,4225.0,65.0,10140.0,1.0,156.0,24336.0
1.0,23.0,6.0,0.0,35.0,1.0,361.0,529.0,138.0,0.0,805.0,23.0,8303.0,36.0,0.0,210.0,6.0,2166.0,0.0,0.0,0.0,0.0,1225.0,35.0,12635.0,1.0,361.0,130321.0
1.0,59.0,0.0,0.0,68.0,1.0,299.0,3481.0,0.0,0.0,4012.0,59.0,17641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4624.0,68.0,20332.0,1.0,299.0,89401.0
1.0,41.0,7.0,2.0,26.0,1.0,351.0,1681.0,287.0,82.0,1066.0,41.0,14391.0,49.0,14.0,182.0,7.0,2457.0,4.0,52.0,2.0,702.0,676.0,26.0,9126.0,1.0,351.0,123201.0
1.0,25.0,8.0,2.0,22.0,0.0,131.0,625.0,200.0,50.0,550.0,0.0,3275.0,64.0,16.0,176.0,0.0,1048.0,4.0,44.0,0.0,262.0,484.0,0.0,2882.0,0.0,0.0,17161.0
1.0,11.0,8.0,1.0,30.0,0.0,321.0,121.0,88.0,11.0,330.0,0.0,3531.0,64.0,8.0,240.0,0.0,2568.0,1.0,30.0,0.0,321.0,900.0,0.0,9630.0,0.0,0.0,103041.0
1.0,7.0,9.0,1.0,27.0,1.0,558.0,49.0,63.0,7.0,189.0,7.0,3906.0,81.0,9.0,243.0,9.0,5022.0,1.0,27.0,1.0,558.0,729.0,27.0,15066.0,1.0,558.0,311364.0
1.0,19.0,8.0,2.0,38.0,0.0,409.0,361.0,152.0,38.0,722.0,0.0,7771.0,64.0,16.0,304.0,0.0,3272.0,4.0,76.0,0.0,818.0,1444.0,0.0,15542.0,0.0,0.0,167281.0
1.0,29.0,8.0,2.0,36.0,0.0,430.0,841.0,232.0,58.0,1044.0,0.0,12470.0,64.0,16.0,288.0,0.0,3440.0,4.0,72.0,0.0,860.0,1296.0,0.0,15480.0,0.0,0.0,184900.0
1.0,17.0,6.0,0.0,45.0,1.0,355.0,289.0,102.0,0.0,765.0,17.0,6035.0,36.0,0.0,270.0,6.0,2130.0,0.0,0.0,0.0,0.0,2025.0,45.0,15975.0,1.0,355.0,126025.0
1.0,17.0,9.0,0.0,51.0,0.0,449.0,289.0,153.0,0.0,867.0,0.0,7633.0,81.0,0.0,459.0,0.0,4041.0,0.0,0.0,0.0,0.0,2601.0,0.0,22899.0,0.0,0.0,201601.0
1.0,50.0,2.0,2.0,19.0,1.0,275.0,2500.0,100.0,100.0,950.0,50.0,13750.0,4.0,4.0,38.0,2.0,550.0,4.0,38.0,2.0,550.0,361.0,19.0,5225.0,1.0,275.0,75625.0
1.0,7.0,8.0,2.0,37.0,0.0,358.0,49.0,56.0,14.0,259.0,0.0,2506.0,64.0,16.0,296.0,0.0,2864.0,4.0,74.0,0.0,716.0,1369.0,0.0,13246.0,0.0,0.0,128164.0
1.0,51.0,3.0,0.0,44.0,0.0,383.0,2601.0,153.0,0.0,2244.0,0.0,19533.0,9.0,0.0,132.0,0.0,1149.0,0.0,0.0,0.0,0.0,1936.0,0.0,16852.0,0.0,0.0,146689.0
1.0,36.0,9.0,2.0,58.0,1.0,202.0,1296.0,324.0,72.0,2088.0,36.0,7272.0,81.0,18.0,522.0,9.0,1818.0,4.0,116.0,2.0,404.0,3364.0,58.0,11716.0,1.0,202.0,40804.0
1.0,14.0,6.0,0.0,21.0,1.0,100.0,196.0,84.0,0.0,294.0,14.0,1400.0,36.0,0.0,126.0,6.0,600.0,0.0,0.0,0.0,0.0,441.0,21.0,2100.0,1.0,100.0,10000.0
1.0,53.0,2.0,0.0,46.0,0.0,371.0,2809.0,106.0,0.0,2438.0,0.0,19663.0,4.0,0.0,92.0,0.0,742.0,0.0,0.0,0.0,0.0,2116.0,0.0,17066.0,0.0,0.0,137641.0
1.0,30.0,0.0,0.0,48.0,0.0,362.0,900.0,0.0,0.0,1440.0,0.0,10860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,0.0,17376.0,0.0,0.0,131044.0
1.0,18.0,0.0,1.0,20.0,0.0,117.0,324.0,0.0,18.0,360.0,0.0,2106.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,117.0,400.0,0.0,2340.0,0.0,0.0,13689.0
1.0,19.0,5.0,0.0,20.0,1.0,321.0,361.0,95.0,0.0,380.0,19.0,6099.0,25.0,0.0,100.0,5.0,1605.0,0.0,0.0,0.0,0.0,400.0,20.0,6420.0,1.0,321.0,103041.0
1.0,33.0,4.0,1.0,32.0,1.0,49.0,1089.0,132.0,33.0,1056.0,33.0,1617.0,16.0,4.0,128.0,4.0,196.0,1.0,32.0,1.0,49.0,1024.0,32.0,1568.0,1.0,49.0,2401.0
1.0,22.0,3.0,2.0,63.0,0.0,272.0,484.0,66.0,44.0,1386.0,0.0,5984.0,9.0,6.0,189.0,0.0,816.0,4.0,126.0,0.0,544.0,3969.0,0.0,17136.0,0.0,0.0,73984.0
1.0,51.0,7.0,0.0,69.0,1.0,227.0,2601.0,357.0,0.0,3519.0,51.0,11577.0,49.0,0.0,483.0,7.0,1589.0,0.0,0.0,0.0,0.0,4761.0,69.0,15663.0,1.0,227.0,51529.0
1.0,53.0,4.0,0.0,24.0,0.0,160.0,2809.0,212.0,0.0,1272.0,0.0,8480.0,16.0,0.0,96.0,0.0,640.0,0.0,0.0,0.0,0.0,576.0,0.0,3840.0,0.0,0.0,25600.0
1.0,3.0,6.0,1.0,46.0,1.0,700.0,9.0,18.0,3.0,138.0,3.0,2100.0,36.0,6.0,276.0,6.0,4200.0,1.0,46.0,1.0,700.0,2116.0,46.0,32200.0,1.0,700.0,490000.0
1.0,3.0,7.0,1.0,47.0,1.0,136.0,9.0,21.0,3.0,141.0,3.0,408.0,49.0,7.0,329.0,7.0,952.0,1.0,47.0,1.0,136.0,2209.0,47.0,6392.0,1.0,136.0,18496.0
1.0,11.0,7.0,0.0,24.0,0.0,369.0,121.0,77.0,0.0,264.0,0.0,4059.0,49.0,0.0,168.0,0.0,2583.0,0.0,0.0,0.0,0.0,576.0,0.0,8856.0,0.0,0.0,136161.0
1.0,45.0,8.0,2.0,40.0,0.0,110.0,2025.0,360.0,90.0,1800.0,0.0,4950.0,64.0,16.0,320.0,0.0,880.0,4.0,80.0,0.0,220.0,1600.0,0.0,4400.0,0.0,0.0,12100.0
1.0,53.0,8.0,0.0,69.0,1.0,361.0,2809.0,424.0,0.0,3657.0,53.0,19133.0,64.0,0.0,552.0,8.0,2888.0,0.0,0.0,0.0,0.0,4761.0,69.0,24909.0,1.0,361.0,130321.0
1.0,43.0,5.0,1.0,63.0,1.0,151.0,1849.0,215.0,43.0,2709.0,43.0,6493.0,25.0,5.0,315.0,5.0,755.0,1.0,63.0,1.0,151.0,3969.0,63.0,9513.0,1.0,151.0,22801.0
1.0,56.0,2.0,1.0,33.0,0.0,454.0,3136.0,112.0,56.0,1848.0,0.0,25424.0,4.0,2.0,66.0,0.0,908.0,1.0,33.0,0.0,454.0,1089.0,0.0,14982.0,0.0,0.0,206116.0
1.0,32.0,5.0,1.0,47.0,0.0,190.0,1024.0,160.0,32.0,1504.0,0.0,6080.0,25.0,5.0,235.0,0.0,950.0,1.0,47.0,0.0,190.0,2209.0,0.0,8930.0,0.0,0.0,36100.0
1.0,34.0,7.0,2.0,56.0,0.0,683.0,1156.0,238.0,68.0,1904.0,0.0,23222.0,49.0,14.0,392.0,0.0,4781.0,4.0,112.0,0.0,1366.0,3136.0,0.0,38248.0,0.0,0.0,466489.0
1.0,43.0,5.0,1.0,42.0,0.0,191.0,1849.0,215.0,43.0,1806.0,0.0,8213.0,25.0,5.0,210.0,0.0,955.0,1.0,42.0,0.0,191.0,1764.0,0.0,8022.0,0.0,0.0,36481.0
1.0,34.0,6.0,1.0,48.0,1.0,412.0,1156.0,204.0,34.0,1632.0,34.0,14008.0,36.0,6.0,288.0,6.0,2472.0,1.0,48.0,1.0,412.0,2304.0,48.0,19776.0,1.0,412.0,169744.0
1.0,24.0,3.0,2.0,23.0,0.0,695.0,576.0,72.0,48.0,552.0,0.0,16680.0,9.0,6.0,69.0,0.0,2085.0,4.0,46.0,0.0,1390.0,529.0,0.0,15985.0,0.0,0.0,483025.0
1.0,9.0,0.0,1.0,44.0,0.0,532.0,81.0,0.0,9.0,396.0,0.0,4788.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,532.0,1936.0,0.0,23408.0,0.0,0.0,283024.0
1.0,48.0,0.0,0.0,57.0,1.0,344.0,2304.0,0.0,0.0,2736.0,48.0,16512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.0,57.0,19608.0,1.0,344.0,118336.0
1.0,42.0,4.0,2.0,68.0,0.0,180.0,1764.0,168.0,84.0,2856.0,0.0,7560.0,16.0,8.0,272.0,0.0,720.0,4.0,136.0,0.0,360.0,4624.0,0.0,12240.0,0.0,0.0,32400.0
1.0,17.0,0.0,2.0,60.0,0.0,699.0,289.0,0.0,34.0,1020.0,0.0,11883.0,0.0,0.0,0.0,0.0,0.0,4.0,120.0,0.0,1398.0,3600.0,0.0,41940.0,0.0,0.0,488601.0
1.0,54.0,4.0,2.0,59.0,1.0,238.0,2916.0,216.0,108.0,3186.0,54.0,12852.0,16.0,8.0,236.0,4.0,952.0,4.0,118.0,2.0,476.0,3481.0,59.0,14042.0,1.0,238.0,56644.0
1.0,47.0,6.0,0.0,31.0,1.0,152.0,2209.0,282.0,0.0,1457.0,47.0,7144.0,36.0,0.0,186.0,6.0,912.0,0.0,0.0,0.0,0.0,961.0,31.0,4712.0,1.0,152.0,23104.0
1.0,58.0,9.0,0.0,59.0,0.0,276.0,3364.0,522.0,0.0,3422.0,0.0,16008.0,81.0,0.0,531.0,0.0,2484.0,0.0,0.0,0.0,0.0,3481.0,0.0,16284.0,0.0,0.0,76176.0
1.0,34.0,4.0,2.0,65.0,0.0,143.0,1156.0,136.0,68.0,2210.0,0.0,4862.0,16.0,8.0,260.0,0.0,572.0,4.0,130.0,0.0,286.0,4225.0,0.0,9295.0,0.0,0.0,20449.0
1.0,23.0,4.0,1.0,34.0,1.0,398.0,529.0,92.0,23.0,782.0,23.0,9154.0,16.0,4.0,136.0,4.0,1592.0,1.0,34.0,1.0,398.0,1156.0,34.0,13532.0,1.0,398.0,158404.0
1.0,2.0,7.0,1.0,48.0,1.0,575.0,4.0,14.0,2.0,96.0,2.0,1150.0,49.0,7.0,336.0,7.0,4025.0,1.0,48.0,1.0,575.0,2304.0,48.0,27600.0,1.0,575.0,330625.0
1.0,6.0,10.0,1.0,28.0,1.0,5.0,36.0,60.0,6.0,168.0,6.0,30.0,100.0,10.0,280.0,10.0,50.0,1.0,28.0,1.0,5.0,784.0,28.0,140.0,1.0,5.0,25.0
1.0,15.0,0.0,0.0,57.0,0.0,23.0,225.0,0.0,0.0,855.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.0,0.0,1311.0,0.0,0.0,529.0
1.0,30.0,5.0,0.0,35.0,0.0,216.0,900.0,150.0,0.0,1050.0,0.0,6480.0,25.0,0.0,175.0,0.0,1080.0,0.0,0.0,0.0,0.0,1225.0,0.0,7560.0,0.0,0.0,46656.0
1.0,46.0,3.0,2.0,24.0,1.0,459.0,2116.0,138.0,92.0,1104.0,46.0,21114.0,9.0,6.0,72.0,3.0,1377.0,4.0,48.0,2.0,918.0,576.0,24.0,11016.0,1.0,459.0,210681.0
1.0,53.0,9.0,1.0,48.0,0.0,244.0,2809.0,477.0,53.0,2544.0,0.0,12932.0,81.0,9.0,432.0,0.0,2196.0,1.0,48.0,0.0,244.0,2304.0,0.0,11712.0,0.0,0.0,59536.0
1.0,56.0,5.0,0.0,61.0,1.0,16.0,3136.0,280.0,0.0,3416.0,56.0,896.0,25.0,0.0,305.0,5.0,80.0,0.0,0.0,0.0,0.0,3721.0,61.0,976.0,1.0,16.0,256.0
1.0,46.0,8.0,1.0,63.0,0.0,260.0,2116.0,368.0,46.0,2898.0,0.0,11960.0,64.0,8.0,504.0,0.0,2080.0,1.0,63.0,0.0,260.0,3969.0,0.0,16380.0,0.0,0.0,67600.0
1.0,8.0,6.0,2.0,60.0,0.0,537.0,64.0,48.0,16.0,480.0,0.0,4296.0,36.0,12.0,360.0,0.0,3222.0,4.0,120.0,0.0,1074.0,3600.0,0.0,32220.0,0.0,0.0,288369.0
1.0,16.0,2.0,0.0,63.0,0.0,216.0,256.0,32.0,0.0,1008.0,0.0,3456.0,4.0,0.0,126.0,0.0,432.0,0.0,0.0,0.0,0.0,3969.0,0.0,13608.0,0.0,0.0,46656.0
1.0,50.0,2.0,0.0,67.0,0.0,463.0,2500.0,100.0,0.0,3350.0,0.0,23150.0,4.0,0.0,134.0,0.0,926.0,0.0,0.0,0.0,0.0,4489.0,0.0,31021.0,0.0,0.0,214369.0
1.0,22.0,6.0,2.0,41.0,0.0,249.0,484.0,132.0,44.0,902.0,0.0,5478.0,36.0,12.0,246.0,0.0,1494.0,4.0,82.0,0.0,498.0,1681.0,0.0,10209.0,0.0,0.0,62001.0
1.0,41.0,10.0,0.0,51.0,0.0,474.0,1681.0,410.0,0.0,2091.0,0.0,19434.0,100.0,0.0,510.0,0.0,4740.0,0.0,0.0,0.0,0.0,2601.0,0.0,24174.0,0.0,0.0,224676.0
1.0,30.0,8.0,1.0,54.0,0.0,561.0,900.0,240.0,30.0,1620.0,0.0,16830.0,64.0,8.0,432.0,0.0,4488.0,1.0,54.0,0.0,561.0,2916.0,0.0,30294.0,0.0,0.0,314721.0
1.0,60.0,0.0,0.0,62.0,1.0,731.0,3600.0,0.0,0.0,3720.0,60.0,43860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,62.0,45322.0,1.0,731.0,534361.0
1.0,36.0,5.0,1.0,24.0,0.0,339.0,1296.0,180.0,36.0,864.0,0.0,12204.0,25.0,5.0,120.0,0.0,1695.0,1.0,24.0,0.0,339.0,576.0,0.0,8136.0,0.0,0.0,114921.0
1.0,18.0,5.0,0.0,37.0,0.0,507.0,324.0,90.0,0.0,666.0,0.0,9126.0,25.0,0.0,185.0,0.0,2535.0,0.0,0.0,0.0,0.0,1369.0,0.0,18759.0,0.0,0.0,257049.0
1.0,21.0,7.0,1.0,56.0,1.0,366.0,441.0,147.0,21.0,1176.0,21.0,7686.0,49.0,7.0,392.0,7.0,2562.0,1.0,56.0,1.0,366.0,3136.0,56.0,20496.0,1.0,366.0,133956.0
1.0,48.0,8.0,2.0,45.0,0.0,102.0,2304.0,384.0,96.0,2160.0,0.0,4896.0,64.0,16.0,360.0,0.0,816.0,4.0,90.0,0.0,204.0,2025.0,0.0,4590.0,0.0,0.0,10404.0
1.0,29.0,4.0,0.0,20.0,1.0,126.0,841.0,116.0,0.0,580.0,29.0,3654.0,16.0,0.0,80.0,4.0,504.0,0.0,0.0,0.0,0.0,400.0,20.0,2520.0,1.0,126.0,15876.0
1.0,2.0,1.0,2.0,30.0,0.0,183.0,4.0,2.0,4.0,60.0,0.0,366.0,1.0,2.0,30.0,0.0,183.0,4.0,60.0,0.0,366.0,900.0,0.0,5490.0,0.0,0.0,33489.0
1.0,28.0,3.0,1.0,48.0,1.0,372.0,784.0,84.0,28.0,1344.0,28.0,10416.0,9.0,3.0,144.0,3.0,1116.0,1.0,48.0,1.0,372.0,2304.0,48.0,17856.0,1.0,372.0,138384.0
1.0,58.0,2.0,2.0,26.0,0.0,289.0,3364.0,116.0,116.0,1508.0,0.0,16762.0,4.0,4.0,52.0,0.0,578.0,4.0,52.0,0.0,578.0,676.0,0.0,7514.0,0.0,0.0,83521.0
1.0,55.0,10.0,0.0,26.0,1.0,122.0,3025.0,550.0,0.0,1430.0,55.0,6710.0,100.0,0.0,260.0,10.0,1220.0,0.0,0.0,0.0,0.0,676.0,26.0,3172.0,1.0,122.0,14884.0
1.0,2.0,3.0,0.0,18.0,1.0,505.0,4.0,6.0,0.0,36.0,2.0,1010.0,9.0,0.0,54.0,3.0,1515.0,0.0,0.0,0.0,0.0,324.0,18.0,9090.0,1.0,505.0,255025.0
1.0,13.0,6.0,0.0,34.0,0.0,699.0,169.0,78.0,0.0,442.0,0.0,9087.0,36.0,0.0,204.0,0.0,4194.0,0.0,0.0,0.0,0.0,1156.0,0.0,23766.0,0.0,0.0,488601.0
1.0,38.0,6.0,0.0,63.0,0.0,97.0,1444.0,228.0,0.0,2394.0,0.0,3686.0,36.0,0.0,378.0,0.0,582.0,0.0,0.0,0.0,0.0,3969.0,0.0,6111.0,0.0,0.0,9409.0
1.0,37.0,10.0,2.0,18.0,0.0,643.0,1369.0,370.0,74.0,666.0,0.0,23791.0,100.0,20.0,180.0,0.0,6430.0,4.0,36.0,0.0,1286.0,324.0,0.0,11574.0,0.0,0.0,413449.0
1.0,1.0,6.0,1.0,52.0,1.0,621.0,1.0,6.0,1.0,52.0,1.0,621.0,36.0,6.0,312.0,6.0,3726.0,1.0,52.0,1.0,621.0,2704.0,52.0,32292.0,1.0,621.0,385641.0
1.0,8.0,7.0,2.0,48.0,0.0,459.0,64.0,56.0,16.0,384.0,0.0,3672.0,49.0,14.0,336.0,0.0,3213.0,4.0,96.0,0.0,918.0,2304.0,0.0,22032.0,0.0,0.0,210681.0
1.0,3.0,9.0,2.0,26.0,1.0,668.0,9.0,27.0,6.0,78.0,3.0,2004.0,81.0,18.0,234.0,9.0,6012.0,4.0,52.0,2.0,1336.0,676.0,26.0,17368.0,1.0,668.0,446224.0
1.0,20.0,1.0,1.0,59.0,1.0,330.0,400.0,20.0,20.0,1180.0,20.0,6600.0,1.0,1.0,59.0,1.0,330.0,1.0,59.0,1.0,330.0,3481.0,59.0,19470.0,1.0,330.0,108900.0
1.0,59.0,7.0,2.0,63.0,0.0,140.0,3481.0,413.0,118.0,3717.0,0.0,8260.0,49.0,14.0,441.0,0.0,980.0,4.0,126.0,0.0,280.0,3969.0,0.0,8820.0,0.0,0.0,19600.0
1.0,31.0,7.0,2.0,64.0,0.0,626.0,961.0,217.0,62.0,1984.0,0.0,19406.0,49.0,14.0,448.0,0.0,4382.0,4.0,128.0,0.0,1252.0,4096.0,0.0,40064.0,0.0,0.0,391876.0
1.0,59.0,9.0,0.0,34.0,1.0,525.0,3481.0,531.0,0.0,2006.0,59.0,30975.0,81.0,0.0,306.0,9.0,4725.0,0.0,0.0,0.0,0.0,1156.0,34.0,17850.0,1.0,525.0,275625.0
1.0,60.0,4.0,2.0,58.0,1.0,641.0,3600.0,240.0,120.0,3480.0,60.0,38460.0,16.0,8.0,232.0,4.0,2564.0,4.0,116.0,2.0,1282.0,3364.0,58.0,37178.0,1.0,641.0,410881.0
1.0,17.0,7.0,2.0,22.0,0.0,487.0,289.0,119.0,34.0,374.0,0.0,8279.0,49.0,14.0,154.0,0.0,3409.0,4.0,44.0,0.0,974.0,484.0,0.0,10714.0,0.0,0.0,237169.0
